2198
7.64	201539	3.44669e+06
7.65	197313	3.46554e+06
7.66	193061	3.48395e+06
7.67	188784	3.50189e+06
7.68	184483	3.51938e+06
7.69	180157	3.53641e+06
7.7	175808	3.55298e+06
7.71	171436	3.56908e+06
7.72	167041	3.58471e+06
7.73	162624	3.59988e+06
7.74	158187	3.61457e+06
7.75	153728	3.6288e+06
7.76	149250	3.64254e+06
7.77	144752	3.65582e+06
7.78	140234	3.66861e+06
7.79	135699	3.68092e+06
7.8	131146	3.69275e+06
7.81	126576	3.7041e+06
7.82	121989	3.71497e+06
7.83	117386	3.72534e+06
7.84	112768	3.73523e+06
7.85	108135	3.74464e+06
7.86	103488	3.75355e+06
7.87	98827.4	3.76197e+06
7.88	94153.9	3.7699e+06
7.89	89468.1	3.77734e+06
7.9	84770.6	3.78428e+06
7.91	80062	3.79073e+06
7.92	75342.9	3.79668e+06
7.93	70614	3.80213e+06
7.94	65875.8	3.80709e+06
7.95	61129	3.81155e+06
7.96	56374.2	3.81551e+06
7.97	51612.1	3.81898e+06
7.98	46843.2	3.82194e+06
7.99	42068.1	3.8244e+06
8	37287.6	3.82636e+06
8.01	32502.2	3.82783e+06
8.02	27712.5	3.82879e+06
8.03	22919.2	3.82925e+06
8.04	18122.9	3.82921e+06
8.05	13324.3	3.82867e+06
8.06	8523.89	3.82762e+06
8.07	3722.37	3.82608e+06
8.08	-1079.63	3.82404e+06
8.09	-5881.49	3.8215e+06
8.1	-10682.6	3.81845e+06
8.11	-15482.3	3.81491e+06
8.12	-20279.9	3.81087e+06
8.13	-25075	3.80633e+06
8.14	-29866.7	3.80129e+06
8.15	-34654.5	3.79576e+06
8.16	-39437.8	3.78973e+06
8.17	-44215.9	3.7832e+06
8.18	-48988.3	3.77618e+06
8.19	-53754.3	3.76866e+06
8.2	-58513.2	3.76065e+06
8.21	-63264.4	3.75215e+06
8.22	-68007.4	3.74316e+06
8.23	-72741.5	3.73368e+06
8.24	-77466.1	3.72371e+06
8.25	-82180.5	3.71325e+06
8.26	-86884.2	3.70231e+06
8.27	-91576.6	3.69089e+06
8.28	-96256.9	3.67898e+06
8.29	-100925	3.66659e+06
8.3	-105579	3.65372e+06
8.31	-110220	3.64037e+06
8.32	-114846	3.62655e+06
8.33	-119458	3.61225e+06
8.34	-124053	3.59748e+06
8.35	-128633	3.58224e+06
8.36	-133195	3.56653e+06
8.37	-137741	3.55035e+06
8.38	-142268	3.53371e+06
8.39	-146776	3.51661e+06
8.4	-151266	3.49904e+06
8.41	-155735	3.48102e+06
8.42	-160185	3.46255e+06
8.43	-164613	3.44362e+06
8.44	-169020	3.42424e+06
8.45	-173404	3.40441e+06
8.46	-177766	3.38414e+06
8.47	-182105	3.36343e+06
8.48	-186420	3.34227e+06
8.49	-190711	3.32068e+06
8.5	-194976	3.29865e+06
8.51	-199216	3.2762e+06
8.52	-203430	3.25331e+06
8.53	-207618	3.23e+06
8.54	-211778	3.20626e+06
8.55	-215910	3.18211e+06
8.56	-220015	3.15754e+06
8.57	-224090	3.13256e+06
8.58	-228137	3.10717e+06
8.59	-232153	3.08137e+06
8.6	-236139	3.05517e+06
8.61	-240094	3.02856e+06
8.62	-244018	3.00157e+06
8.63	-247910	2.97418e+06
8.64	-251769	2.9464e+06
8.65	-255595	2.91823e+06
8.66	-259388	2.88969e+06
8.67	-263148	2.86076e+06
8.68	-266872	2.83146e+06
8.69	-270562	2.80179e+06
8.7	-274216	2.77176e+06
8.71	-277835	2.74136e+06
8.72	-281417	2.7106e+06
8.73	-284962	2.67949e+06
8.74	-288471	2.64803e+06
8.75	-291941	2.61622e+06
8.76	-295373	2.58407e+06
8.77	-298767	2.55159e+06
8.78	-302121	2.51876e+06
8.79	-305436	2.48561e+06
8.8	-308711	2.45214e+06
8.81	-311946	2.41834e+06
8.82	-315140	2.38423e+06
8.83	-318292	2.3498e+06
